# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   29       1.396973480320e-10       2.535048070815e-15       2.494899509176e-13       0.000000000000e+00       1.600910560935e-10       1.592300202320e-11      -8.694803638100e-15 
   30       1.418740584752e-10       2.852516468542e-15       2.535672669966e-13       0.000000000000e+00       1.501504339861e-10       1.500085459640e-11      -6.780557744079e-15 
   31       1.440834201929e-10       3.196897043605e-15       2.568919313091e-13       0.000000000000e+00       1.410112931614e-10       1.415713093542e-11      -6.191227125132e-15 
   32       1.463284479383e-10       3.569248401404e-15       2.594078077083e-13       0.000000000000e+00       1.326266384877e-10       1.338335192623e-11      -6.736511074974e-15 
   33       1.486063133094e-10       3.970621214702e-15       2.609824766216e-13       0.000000000000e+00       1.249373356090e-10       1.266609943971e-11      -7.873686276506e-15 
   34       1.509072859645e-10       4.401982340518e-15       2.614681156999e-13       0.000000000000e+00       1.178359742930e-10       1.198863489209e-11      -9.001023492717e-15 
   35       1.532335632205e-10       4.864049616100e-15       2.607352286864e-13       0.000000000000e+00       1.112863424336e-10       1.135292732421e-11      -9.838986628178e-15 
   36       1.555852956801e-10       5.357386240334e-15       2.586483399373e-13       0.000000000000e+00       1.052360374294e-10       1.076457531033e-11      -1.017395959241e-14 
   37       1.579583672161e-10       5.882527060981e-15       2.550843670287e-13       0.000000000000e+00       9.960648342552e-11       1.022619859896e-11      -9.836467749694e-15 
   38       1.603568109602e-10       6.440292905168e-15       2.500301155820e-13       0.000000000000e+00       9.438322828012e-11       9.735645862797e-12      -8.978594150781e-15 
   39       1.627833492161e-10       7.031573808319e-15       2.435177113543e-13       0.000000000000e+00       8.954978451572e-11       9.286663903023e-12      -7.892037511781e-15 
   40       1.652353430499e-10       7.657243577821e-15       2.356001084030e-13       0.000000000000e+00       8.506015987310e-11       8.868958166961e-12      -6.939763704998e-15 
   41       1.677075673854e-10       8.318114635399e-15       2.263299909498e-13       0.000000000000e+00       8.085489948249e-11       8.471326036271e-12      -6.460906782693e-15 
   42       1.702029882867e-10       9.014787328403e-15       2.156852067095e-13       0.000000000000e+00       7.692168153537e-11       8.093070085266e-12      -6.437183732009e-15 
   43       1.727245379620e-10       9.747749838962e-15       2.036211685069e-13       0.000000000000e+00       7.325011462887e-11       7.735749427661e-12      -6.725627206488e-15 
   44       1.752717424053e-10       1.051741409760e-14       1.900908318246e-13       0.000000000000e+00       6.981355297653e-11       7.399952153083e-12      -7.146696846751e-15 
   45       1.778423168122e-10       1.132415653363e-14       1.750460241566e-13       0.000000000000e+00       6.657862586380e-11       7.085432610405e-12      -7.524043036715e-15 
   46       1.804383186995e-10       1.216846443440e-14       1.584425829370e-13       0.000000000000e+00       6.354027324380e-11       6.791782614811e-12      -7.823300140627e-15 
   47       1.830612582201e-10       1.305082642611e-14       1.402362657184e-13       0.000000000000e+00       6.069498282195e-11       6.517809017676e-12      -8.050942437742e-15 
   48       1.857101023765e-10       1.397169001064e-14       1.203810785923e-13       0.000000000000e+00       5.803022217947e-11       6.261250289541e-12      -8.216018496829e-15 
   49       1.883810477289e-10       1.493146008104e-14       9.882908242441e-14       0.000000000000e+00       5.552376786531e-11       6.018700277759e-12      -8.330311263898e-15 
   50       1.910696779009e-10       1.593047104393e-14       7.553555721170e-14       0.000000000000e+00       5.315040379530e-11       5.786581908972e-12      -8.408796589785e-15 
   51       1.937786538191e-10       1.696889770999e-14       5.047659728131e-14       0.000000000000e+00       5.090571644442e-11       5.564556763587e-12      -8.470794138202e-15 
   52       1.965117180131e-10       1.804681764962e-14       2.363595717556e-14       0.000000000000e+00       4.878759888464e-11       5.352909202167e-12      -8.539405600120e-15 
   53       1.992713799241e-10       1.916423281020e-14      -4.999832044959e-15       0.000000000000e+00       4.678912956534e-11       5.151551112541e-12      -8.641413558852e-15 
   54       2.020588008380e-10       2.032106678949e-14      -3.544140441899e-14       0.000000000000e+00       4.489824819614e-11       4.959995076624e-12      -8.807455622006e-15 
   55       2.048743416944e-10       2.151721124313e-14      -6.769673605806e-14       0.000000000000e+00       4.310143803155e-11       4.777589383284e-12      -9.062314582376e-15 
   56       2.077196294849e-10       2.275268485382e-14      -1.017718612984e-13       0.000000000000e+00       4.139658645810e-11       4.604352906728e-12      -9.392565299648e-15 
   57       2.105958026446e-10       2.402750907771e-14      -1.376702321953e-13       0.000000000000e+00       3.978275153643e-11       4.440300629402e-12      -9.771195615346e-15 
   58       2.135028058543e-10       2.534166167588e-14      -1.753924506130e-13       0.000000000000e+00       3.825627114567e-11       4.285183697798e-12      -1.016657978632e-14 
   59       2.164393008002e-10       2.669507590212e-14      -2.149362190123e-13       0.000000000000e+00       3.681059495987e-11       4.138472791068e-12      -1.054226752689e-14 
   60       2.194025769339e-10       2.808763969066e-14      -2.562962912376e-13       0.000000000000e+00       3.543611642435e-11       3.999341489627e-12      -1.085677305109e-14 
   61       2.223898118964e-10       2.951911703214e-14      -2.994648543423e-13       0.000000000000e+00       3.412284179413e-11       3.866896507231e-12      -1.107304717025e-14 
   62       2.254023852809e-10       3.098889331618e-14      -3.444328855473e-13       0.000000000000e+00       3.286947744417e-11       3.740966401041e-12      -1.118985531965e-14 
   63       2.284423791888e-10       3.249617112676e-14      -3.911890139238e-13       0.000000000000e+00       3.167609342538e-11       3.621461188978e-12      -1.121710037151e-14 
   64       2.315112685108e-10       3.404003979396e-14      -4.397190814006e-13       0.000000000000e+00       3.054138993266e-11       3.508132483789e-12      -1.116685545040e-14 
   65       2.346098745101e-10       3.561947211288e-14      -4.900061072279e-13       0.000000000000e+00       2.946261929907e-11       3.400564694446e-12      -1.105346021140e-14 
   66       2.377383184066e-10       3.723332106240e-14      -5.420302524409e-13       0.000000000000e+00       2.843550799007e-11       3.298166227548e-12      -1.089361711835e-14 
   67       2.408959749605e-10       3.888031652417e-14      -5.957687843244e-13       0.000000000000e+00       2.745417859769e-11       3.200160688718e-12      -1.070648772201e-14 
   68       2.440820787613e-10       4.055919668774e-14      -6.511976353621e-13       0.000000000000e+00       2.651272022297e-11       3.105786168492e-12      -1.051011190415e-14 
   69       2.472977895063e-10       4.226914051958e-14      -7.082965263330e-13       0.000000000000e+00       2.561044349106e-11       3.014959658231e-12      -1.030960786873e-14 
   70       2.505444637406e-10       4.400941743194e-14      -7.670448222205e-13       0.000000000000e+00       2.474755509989e-11       2.927732074744e-12      -1.010674313092e-14 
   71       2.538230099881e-10       4.577926051051e-14      -8.274200347238e-13       0.000000000000e+00       2.392356844053e-11       2.844088673227e-12      -9.903402193605e-15 
   72       2.571338590289e-10       4.757786667795e-14      -8.893978275020e-13       0.000000000000e+00       2.313726774960e-11       2.763945570518e-12      -9.701588783806e-15 
   73       2.604769341755e-10       4.940439685745e-14      -9.529520214168e-13       0.000000000000e+00       2.238667226178e-11       2.687146268350e-12      -9.503428089090e-15 
   74       2.638516215505e-10       5.125797613623e-14      -1.018054599777e-12       0.000000000000e+00       2.166900036222e-11       2.613458176603e-12      -9.311168993980e-15 
   75       2.672567403632e-10       5.313769392906e-14      -1.084675713581e-12       0.000000000000e+00       2.098063373904e-11       2.542569136560e-12      -9.127186316362e-15 
   76       2.706911301448e-10       5.504254051718e-14      -1.152783290766e-12       0.000000000000e+00       2.031801585939e-11       2.474169569681e-12      -8.953670160061e-15 
   77       2.741556017871e-10       5.697120294318e-14      -1.222341770089e-12       0.000000000000e+00       1.968061579238e-11       2.408223903834e-12      -8.791623629430e-15 
   78       2.776512899374e-10       5.892223202074e-14      -1.293313144818e-12       0.000000000000e+00       1.906844223681e-11       2.344742556358e-12      -8.641685557133e-15 
   79       2.811790508072e-10       6.089410153469e-14      -1.365657335411e-12       0.000000000000e+00       1.848114072610e-11       2.283699006433e-12      -8.504423061679e-15 
   80       2.847394451003e-10       6.288520709987e-14      -1.439332186646e-12       0.000000000000e+00       1.791797693982e-11       2.225028074157e-12      -8.380327367899e-15 
   81       2.883327209413e-10       6.489386502000e-14      -1.514293464739e-12       0.000000000000e+00       1.737782001516e-11       2.168624199616e-12      -8.269809627419e-15 
   82       2.919587968032e-10       6.691831114653e-14      -1.590494854468e-12       0.000000000000e+00       1.685912585851e-11       2.114339721961e-12      -8.173196739134e-15 
   83       2.956172444362e-10       6.895669973746e-14      -1.667887956298e-12       0.000000000000e+00       1.635992045698e-11       2.061983158483e-12      -8.090727169682e-15 
   84       2.993075713816e-10       7.100717260597e-14      -1.746422803282e-12       0.000000000000e+00       1.587827976671e-11       2.011366992683e-12      -8.022277098301e-15 
   85       3.030301597220e-10       7.306808223674e-14      -1.826049516519e-12       0.000000000000e+00       1.541389734095e-11       1.962463910630e-12      -7.966495843678e-15 
   86       3.067854523796e-10       7.513780373733e-14      -1.906716920135e-12       0.000000000000e+00       1.496674719237e-11       1.915273430473e-12      -7.921518779829e-15 
   87       3.105736555072e-10       7.721466787671e-14      -1.988372051685e-12       0.000000000000e+00       1.453660210275e-11       1.869773820574e-12      -7.885215684746e-15 
   88       3.143947264515e-10       7.929696112547e-14      -2.070960168006e-12       0.000000000000e+00       1.412302528039e-11       1.825921210661e-12      -7.855182028512e-15 
   89       3.182483617167e-10       8.138292569600e-14      -2.154424751077e-12       0.000000000000e+00       1.372536201745e-11       1.783648702992e-12      -7.828730261405e-15 
   90       3.221339849271e-10       8.347075958268e-14      -2.238707513884e-12       0.000000000000e+00       1.334273134729e-11       1.742865483508e-12      -7.802881102012e-15 
   91       3.260507347911e-10       8.555861660211e-14      -2.323748406270e-12       0.000000000000e+00       1.297401770184e-11       1.703455932994e-12      -7.774354825341e-15 
   92       3.299974530638e-10       8.764460643328e-14      -2.409485620802e-12       0.000000000000e+00       1.261786256892e-11       1.665278738240e-12      -7.739562550926e-15 
   93       3.339730370155e-10       8.972682258875e-14      -2.495856464543e-12       0.000000000000e+00       1.227298688412e-11       1.628201447352e-12      -7.695432262132e-15 
   94       3.379775836206e-10       9.180343105318e-14      -2.582800111648e-12       0.000000000000e+00       1.193923179215e-11       1.592212011312e-12      -7.642047897499e-15 
   95       3.420113960009e-10       9.387259511241e-14      -2.670255277516e-12       0.000000000000e+00       1.161665971968e-11       1.557322452957e-12      -7.580392918397e-15 
   96       3.460746273142e-10       9.593244902822e-14      -2.758159407272e-12       0.000000000000e+00       1.130523383628e-11       1.523534520671e-12      -7.511553653675e-15 
   97       3.501672737219e-10       9.798109846190e-14      -2.846448693510e-12       0.000000000000e+00       1.100481425173e-11       1.490839286078e-12      -7.436722045987e-15 
   98       3.542891673551e-10       1.000166208979e-13      -2.935058094038e-12       0.000000000000e+00       1.071515421331e-11       1.459216741737e-12      -7.357198398122e-15 
   99       3.584399692815e-10       1.020370660674e-13      -3.023921349624e-12       0.000000000000e+00       1.043589630306e-11       1.428635398837e-12      -7.274394119330e-15 
  100       3.626191624723e-10       1.040404563720e-13      -3.112971001741e-12       0.000000000000e+00       1.016656863511e-11       1.399051884889e-12      -7.189834471654e-15 
  101       3.668260447688e-10       1.060247873070e-13      -3.202138410315e-12       0.000000000000e+00       9.906581052970e-12       1.370410541425e-12      -7.105161316253e-15 
  102       3.710597218492e-10       1.079880278855e-13      -3.291353771465e-12       0.000000000000e+00       9.655221326778e-12       1.342643021689e-12      -7.022135859740e-15 
  103       3.753191001950e-10       1.099281210615e-13      -3.380546135253e-12       0.000000000000e+00       9.411651350642e-12       1.315667888332e-12      -6.942641400498e-15 
  104       3.796031174948e-10       1.118430352069e-13      -3.469643983057e-12       0.000000000000e+00       9.175097161155e-12       1.289409756306e-12      -6.868279275635e-15 
  105       3.839114844479e-10       1.137309255474e-13      -3.558577010283e-12       0.000000000000e+00       8.945456417104e-12       1.263860533105e-12      -6.799088624627e-15 
  106       3.882440305216e-10       1.155899954254e-13      -3.647274618679e-12       0.000000000000e+00       8.722766274107e-12       1.239025739684e-12      -6.734657999246e-15 
  107       3.926004710930e-10       1.174184481669e-13      -3.735665401812e-12       0.000000000000e+00       8.507015238722e-12       1.214905518743e-12      -6.674515016344e-15 
  108       3.969804030242e-10       1.192144880667e-13      -3.823677168966e-12       0.000000000000e+00       8.298141495646e-12       1.191494447197e-12      -6.618124633853e-15 
  109       4.013833002386e-10       1.209763213723e-13      -3.911236969038e-12       0.000000000000e+00       8.096031234907e-12       1.168781348659e-12      -6.564887426791e-15 
  110       4.058085092969e-10       1.227021572690e-13      -3.998271114433e-12       0.000000000000e+00       7.900516979059e-12       1.146749105915e-12      -6.514137863270e-15 
  111       4.102552449730e-10       1.243902088647e-13      -4.084705204957e-12       0.000000000000e+00       7.711375910382e-12       1.125374473399e-12      -6.465142580500e-15 
  112       4.147225858297e-10       1.260386941737e-13      -4.170464151715e-12       0.000000000000e+00       7.528328198069e-12       1.104627889672e-12      -6.417098660794e-15 
  113       4.192094697949e-10       1.276458371023e-13      -4.255472201006e-12       0.000000000000e+00       7.351035325429e-12       1.084473289898e-12      -6.369131907575e-15 
  114       4.237146897373e-10       1.292098684326e-13      -4.339652958214e-12       0.000000000000e+00       7.179098417078e-12       1.064867918322e-12      -6.320295121381e-15 
  115       4.282368890425e-10       1.307290268078e-13      -4.422929411708e-12       0.000000000000e+00       7.012056566133e-12       1.045762140746e-12      -6.269566375871e-15 
  116       4.327747532759e-10       1.322016077394e-13      -4.505224899858e-12       0.000000000000e+00       6.849487893897e-12       1.027110318714e-12      -6.216066681136e-15 
  117       4.373276210653e-10       1.336261152862e-13      -4.586466094381e-12       0.000000000000e+00       6.691330244503e-12       1.008905332865e-12      -6.159746681950e-15 
  118       4.418949395279e-10       1.350011307514e-13      -4.666580426275e-12       0.000000000000e+00       6.537596520902e-12       9.911479243650e-13      -6.100780600298e-15 
  119       4.464760721681e-10       1.363252677037e-13      -4.745495207032e-12       0.000000000000e+00       6.388274684991e-12       9.738359200304e-13      -6.039354531933e-15 
  120       4.510702961874e-10       1.375971733864e-13      -4.823137660874e-12       0.000000000000e+00       6.243326993136e-12       9.569641426093e-13      -5.975666662146e-15 
  121       4.556767997936e-10       1.388155301268e-13      -4.899434956987e-12       0.000000000000e+00       6.102689231705e-12       9.405243210629e-13      -5.909927481535e-15 
  122       4.602946795109e-10       1.399790567449e-13      -4.974314241754e-12       0.000000000000e+00       5.966269952595e-12       9.245050008470e-13      -5.842360001771e-15 
  123       4.649229374892e-10       1.410865099636e-13      -5.047702670992e-12       0.000000000000e+00       5.833949708760e-12       9.088914541941e-13      -5.773199971373e-15 
  124       4.695604788143e-10       1.421366858168e-13      -5.119527442180e-12       0.000000000000e+00       5.705580289741e-12       8.936655903942e-13      -5.702696091475e-15 
  125       4.742061088170e-10       1.431284210595e-13      -5.189715826699e-12       0.000000000000e+00       5.580983957190e-12       8.788058660774e-13      -5.631110231595e-15 
  126       4.788585303831e-10       1.440605945766e-13      -5.258195202063e-12       0.000000000000e+00       5.459952680403e-12       8.642871954945e-13      -5.558717645406e-15 
  127       4.835163412632e-10       1.449321287923e-13      -5.324893084154e-12       0.000000000000e+00       5.342247371848e-12       8.500808607996e-13      -5.485807186504e-15 
  128       4.881780313819e-10       1.457419910791e-13      -5.389737159454e-12       0.000000000000e+00       5.227597122689e-12       8.361544223308e-13      -5.412681524180e-15 
  129       4.928421346581e-10       1.464892355392e-13      -5.452656027939e-12       0.000000000000e+00       5.115757432180e-12       8.224793185004e-13      -5.339613846275e-15 
  130       4.975077090092e-10       1.471731305369e-13      -5.513581455417e-12       0.000000000000e+00       5.006693741840e-12       8.090547986490e-13      -5.266712139265e-15 
  131       5.021739041647e-10       1.477930478848e-13      -5.572446430343e-12       0.000000000000e+00       4.900416684233e-12       7.958864583277e-13      -5.194040357989e-15 
  132       5.068398103070e-10       1.483484254073e-13      -5.629184512253e-12       0.000000000000e+00       4.796924554931e-12       7.829787506808e-13      -5.121660509300e-15 
  133       5.115044564870e-10       1.488387686390e-13      -5.683729869094e-12       0.000000000000e+00       4.696202970186e-12       7.703349517528e-13      -5.049632556473e-15 
  134       5.161668090391e-10       1.492636525225e-13      -5.736017314536e-12       0.000000000000e+00       4.598224524591e-12       7.579571257929e-13      -4.978014323607e-15 
  135       5.208257699968e-10       1.496227231069e-13      -5.785982345293e-12       0.000000000000e+00       4.502948448753e-12       7.458460905614e-13      -4.906861400039e-15 
  136       5.254801755076e-10       1.499156992454e-13      -5.833561178444e-12       0.000000000000e+00       4.410320266955e-12       7.340013826351e-13      -4.836227044744e-15 
  137       5.301287942487e-10       1.501423742940e-13      -5.878690788749e-12       0.000000000000e+00       4.320271454823e-12       7.224212227126e-13      -4.766162090749e-15 
  138       5.347703258418e-10       1.503026178092e-13      -5.921308945971e-12       0.000000000000e+00       4.232719096999e-12       7.111024809205e-13      -4.696714849535e-15 
  139       5.394033992691e-10       1.503963772462e-13      -5.961354252194e-12       0.000000000000e+00       4.147565544799e-12       7.000406421188e-13      -4.627931015444e-15 
  140       5.440265712879e-10       1.504236796571e-13      -5.998766179144e-12       0.000000000000e+00       4.064698073887e-12       6.892297712063e-13      -4.559853570092e-15 
  141       5.486383248463e-10       1.503846333890e-13      -6.033485105502e-12       0.000000000000e+00       3.983988541938e-12       6.786624784267e-13      -4.492522686767e-15 
  142       5.532370674984e-10       1.502794297819e-13      -6.065452354233e-12       0.000000000000e+00       3.905293046307e-12       6.683298846737e-13      -4.425975634844e-15 
  143       5.578211298195e-10       1.501083448672e-13      -6.094610229895e-12       0.000000000000e+00       3.828451581693e-12       6.582215867972e-13      -4.360246684189e-15 
  144       5.623889007623e-10       1.498717537757e-13      -6.120902608771e-12       0.000000000000e+00       3.753321587794e-12       6.483278819996e-13      -4.295357925051e-15 
  145       5.669392521102e-10       1.495701719784e-13      -6.144276696017e-12       0.000000000000e+00       3.679883042477e-12       6.386467614254e-13      -4.231290909544e-15 
  146       5.714711530517e-10       1.492042213582e-13      -6.164681513490e-12       0.000000000000e+00       3.608143126858e-12       6.291775433033e-13      -4.168012019665e-15 
  147       5.759835362064e-10       1.487746196210e-13      -6.182067402638e-12       0.000000000000e+00       3.538103119406e-12       6.199186542477e-13      -4.105481154264e-15 
  148       5.804752968276e-10       1.482821820661e-13      -6.196386064996e-12       0.000000000000e+00       3.469758248381e-12       6.108676075470e-13      -4.043651581242e-15 
  149       5.849452920043e-10       1.477278233582e-13      -6.207590602680e-12       0.000000000000e+00       3.403097544269e-12       6.020209814531e-13      -3.982469789750e-15 
  150       5.893923398638e-10       1.471125592977e-13      -6.215635558888e-12       0.000000000000e+00       3.338103692219e-12       5.933743974702e-13      -3.921875342386e-15 
  151       5.938152187737e-10       1.464375085926e-13      -6.220476958391e-12       0.000000000000e+00       3.274752884481e-12       5.849224986434e-13      -3.861800727389e-15 
  152       5.982126665444e-10       1.457038946292e-13      -6.222072348032e-12       0.000000000000e+00       3.213014672843e-12       5.766589278481e-13      -3.802171210839e-15 
  153       6.025833796315e-10       1.449130472433e-13      -6.220380837223e-12       0.000000000000e+00       3.152851821065e-12       5.685763060784e-13      -3.742904688857e-15 
  154       6.069260123379e-10       1.440664044918e-13      -6.215363138438e-12       0.000000000000e+00       3.094220157321e-12       5.606662107364e-13      -3.683911539794e-15 
  155       6.112391760162e-10       1.431655144231e-13      -6.206981607713e-12       0.000000000000e+00       3.037068426631e-12       5.529191539212e-13      -3.625094476436e-15 
  156       6.155214382711e-10       1.422120368491e-13      -6.195200285138e-12       0.000000000000e+00       2.981338143302e-12       5.453245607173e-13      -3.566348398198e-15 
  157       6.197713221615e-10       1.412077451156e-13      -6.179984935358e-12       0.000000000000e+00       2.926963443361e-12       5.378707474840e-13      -3.507560243321e-15 
  158       6.239873054031e-10       1.401545278741e-13      -6.161303088066e-12       0.000000000000e+00       2.873870936995e-12       5.305449001442e-13      -3.448608841071e-15 
  159       6.281678195703e-10       1.390543908526e-13      -6.139124078500e-12       0.000000000000e+00       2.821979560986e-12       5.233330524733e-13      -3.389364763934e-15 
  160       6.323112492991e-10       1.379094586267e-13      -6.113419087939e-12       0.000000000000e+00       2.771200431149e-12       5.162200643879e-13      -3.329690179814e-15 
  161       6.364160415815e-10       1.367219279201e-13      -6.084161043673e-12       0.000000000000e+00       2.721455053976e-12       5.091929523266e-13      -3.269473812407e-15 
  162       6.404810461864e-10       1.354939191465e-13      -6.051324223958e-12       0.000000000000e+00       2.672732081214e-12       5.022512569400e-13      -3.208739606940e-15 
  163       6.445052039591e-10       1.342276150624e-13      -6.014884695357e-12       0.000000000000e+00       2.625035315592e-12       4.953975550179e-13      -3.147547436296e-15 
  164       6.484874391468e-10       1.329253095940e-13      -5.974820489657e-12       0.000000000000e+00       2.578365740431e-12       4.886341836201e-13      -3.085958870736e-15 
  165       6.524266591083e-10       1.315894093847e-13      -5.931111643722e-12       0.000000000000e+00       2.532721456545e-12       4.819632337879e-13      -3.024037191631e-15 
  166       6.563217540219e-10       1.302224353434e-13      -5.883740239339e-12       0.000000000000e+00       2.488097619144e-12       4.753865442554e-13      -2.961847405180e-15 
  167       6.601715965948e-10       1.288270241929e-13      -5.832690443069e-12       0.000000000000e+00       2.444486374748e-12       4.689056951610e-13      -2.899456256141e-15 
  168       6.639750417720e-10       1.274059300176e-13      -5.777948546097e-12       0.000000000000e+00       2.401876798083e-12       4.625220017591e-13      -2.836932241555e-15 
  169       6.677309264448e-10       1.259620258120e-13      -5.719503004081e-12       0.000000000000e+00       2.360254828990e-12       4.562365081313e-13      -2.774345624472e-15 
  170       6.714380691596e-10       1.244983050290e-13      -5.657344477003e-12       0.000000000000e+00       2.319603209332e-12       4.500499808979e-13      -2.711768447673e-15 
  171       6.750952698271e-10       1.230178831275e-13      -5.591465869017e-12       0.000000000000e+00       2.279901419898e-12       4.439629029296e-13      -2.649274547401e-15 
  172       6.787013094311e-10       1.215239991211e-13      -5.521862368299e-12       0.000000000000e+00       2.241125617306e-12       4.379754670587e-13      -2.586939567082e-15 
  173       6.822549497368e-10       1.200200171258e-13      -5.448531486898e-12       0.000000000000e+00       2.203248570913e-12       4.320875697907e-13      -2.524840971055e-15 
  174       6.857549330003e-10       1.185094279085e-13      -5.371473100584e-12       0.000000000000e+00       2.166239599715e-12       4.262988050157e-13      -2.463058058290e-15 
  175       6.891999816770e-10       1.169958504352e-13      -5.290689488699e-12       0.000000000000e+00       2.130064509258e-12       4.206084577201e-13      -2.401671976124e-15 
  176       6.925887981307e-10       1.154830334187e-13      -5.206185374006e-12       0.000000000000e+00       2.094685528537e-12       4.150154976978e-13      -2.340765733977e-15 
  177       6.959200643421e-10       1.139748568671e-13      -5.117967962538e-12       0.000000000000e+00       2.060061246907e-12       4.095185732616e-13      -2.280424217083e-15 
  178       6.991924416181e-10       1.124753336322e-13      -5.026046983449e-12       0.000000000000e+00       2.026146550984e-12       4.041160049551e-13      -2.220734200213e-15 
